City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Ciudad Bolivar,VE,2021-04-17 20:40:07,8.1222,-63.5497,96.12,27,81,13.0
284,Mineiros,BR,2021-04-17 20:40:07,-17.5694,-52.5511,75.22,70,29,1.25
285,Rudbar,AF,2021-04-17 20:40:07,30.15,62.6,75.42,17,74,8.16
286,Isangel,VU,2021-04-17 20:40:07,-19.55,169.2667,78.91,82,94,12.91
287,Buchanan,LR,2021-04-17 20:40:08,5.8808,-10.0467,80.6,83,75,5.46
288,Alice Springs,AU,2021-04-17 20:40:08,-23.7,133.8833,44.6,76,0,4.61
289,Kathu,TH,2021-04-17 20:40:08,7.9178,98.3332,86.0,89,20,6.24
290,Waingapu,ID,2021-04-17 20:38:57,-9.6567,120.2641,76.01,85,83,5.06
291,Leh,IN,2021-04-17 20:40:09,34.1667,77.5833,35.44,81,100,4.18
292,Acarau,BR,2021-04-17 20:40:09,-2.8856,-40.12,79.54,81,8,13.62
293,Victoria,HK,2021-04-17 20:40:09,22.2855,114.1577,73.99,71,99,1.01
